Mn,Ni,Mg,Ca,Fe,La,Y,In,J.uAcm2_0.80_fromCV,J.uAcm2_0.63_secondCA,J.uAcm2_0.63_initialCA
0.2,0.2,0,0.4,0,0,0,0.2,,1187.758571,819.8490476
0,0.4,0.1,0.3,0,0,0.2,0,487.26525,1186.109524,779.4557143
0.2,0.3,0.1,0,0,0.4,0,0,438.42665,1185.626667,1160.294524
0.3,0.5,0,0,0,0,0,0.2,260.438765,1184.27619,899.1266667
0.6,0.1,0.1,0,0,0,0,0.2,317.838,1184.123571,1148.893095
0.3,0,0,0,0.3,0,0,0.4,272.0789925,1183.744524,966.6404762
0.2,0,0,0,0.4,0.3,0.1,0,315.117,1183.571429,
0.1,0,0,0.5,0.1,0.3,0,0,352.5752,1183.22381,1872.319048
0.5,0,0,0.1,0,0.4,0,0,367.8960905,1183.135,1005.530952
0,0.3,0,0,0,0.3,0.2,0.2,,1183.119762,814.5528571
0.1,0.3,0.5,0,0,0.1,0,0,314.745125,1182.960238,1282.490238
0.4,0,0,0,0.2,0.3,0,0.1,292.3058,1182.457143,1180.180952
0,0.2,0,0.6,0,0.2,0,0,564.13375,1182.412143,655.0528571
0,0.2,0,0,0.1,0.3,0,0.4,,1182.142857,498.432381
0,0.1,0.5,0.2,0,0,0,0.2,219.710925,1181.680952,
0,0.7,0,0,0.1,0,0.1,0.1,292.83729,1181.185714,421.162381
0,0.1,0.3,0,0.1,0.5,0,0,328.631,1180.790476,1078.48619
0.4,0.1,0,0,0.3,0,0,0.2,284.4851,1180.595238,989.232381
0.2,0.1,0,0.7,0,0,0,0,383.6961875,1180.42381,1224.566667
0.3,0.1,0.6,0,0,0,0,0,245.4647225,1180.052143,1328.67381
0,0.1,0.5,0,0.1,0,0,0.3,,1179.714286,829.6561905
0.2,0.2,0.5,0,0,0,0,0.1,234.768365,1179.671429,930.4133333
0,0.2,0.1,0,0.5,0,0.2,0,521.741,1179.647619,118.6090476
0.4,0,0.2,0,0.2,0.2,0,0,270.45175,1179.395238,2017.880952
0,0,0.4,0,0.4,0.2,0,0,357.181385,1178.963017,191.221969
0.1,0,0.1,0,0.7,0.1,0,0,313.60995,1177.838095,1027.007143
0.1,0,0,0.7,0.1,0,0.1,0,276.279,1177.007619,516.3547619
0.2,0.2,0.1,0.5,0,0,0,0,289.164475,1175.962381,1226.166667
0.4,0,0,0.1,0.2,0,0.3,0,297.029265,1175.161905,2098.27619
0.2,0,0.1,0,0.3,0.4,0,0,367.23,1175.071429,1318
0.4,0.4,0.1,0,0,0,0,0.1,204.976225,1174.988095,1092.497619
0,0.1,0,0.3,0.5,0,0.1,0,306.9143985,1173.957143,1343.119048
0.2,0.4,0,0,0.3,0,0,0.1,226.48175,1173.547619,1151.361905
0.4,0,0.3,0.2,0.1,0,0,0,418.929,1173.361905,2634.642857
0.4,0.1,0,0,0.2,0,0,0.3,254.0005,1173.278571,1042.951905
0.3,0,0,0.6,0,0,0.1,0,373.211,1172.916667,1013.596429
0,0,0.6,0.4,0,0,0,0,192.4235,1172.884762,582.1479071
0.2,0,0,0,0.4,0,0.2,0.2,284.362,1172.584762,204.8095238
0,0.2,0.3,0.3,0,0.2,0,0,399.468845,1172.019524,1021.230476
0.2,0,0.3,0,0.1,0,0,0.4,256.80945,1171.971429,
0.1,0,0,0.6,0.1,0.2,0,0,330.4392,1171.6,906.6414286
0.2,0.6,0.1,0,0,0,0,0.1,321.85595,1171.341667,979.4140476
0.2,0.1,0,0,0.4,0,0,0.3,257.83652,1171.226429,510.0316667
0.4,0,0,0,0.2,0,0.4,0,276.196485,1170.96,1287.959524
0.3,0.2,0,0,0.3,0,0.2,0,297.813425,1170.90381,1109.589048
0.1,0.1,0.7,0.1,0,0,0,0,305.84125,1170.801667,728.6228571
0.3,0.1,0.1,0.5,0,0,0,0,318.0978,1170.704762,1133.447619
0.1,0.3,0.1,0,0.5,0,0,0,418.791,1170.580952,1307.228571
0,0.2,0.3,0.2,0,0,0.3,0,300.6505,1170.381429,1048.924286
0.7,0,0,0.1,0,0.1,0,0.1,,1170.042857,1449.052381
0.1,0,0,0.2,0.5,0,0,0.2,243.23988,1169.666667,852.2180952
0.1,0,0.4,0.4,0,0,0.1,0,343.9515,1168.850476,891.5152381
0.2,0.2,0,0,0.1,0,0,0.5,226.3539,1168.44,716.422381
0.6,0,0,0,0.3,0,0,0.1,338.8099,1168.345476,1623.954762
0.5,0.3,0,0.1,0,0,0,0.1,255.3475,1168.182381,1241.919048
0.2,0.2,0,0.5,0,0,0.1,0,338.186,1167.895238,835.7097619
0,0.3,0,0,0,0,0.2,0.5,265.72175,1166.601905,614.052619
0.1,0.2,0,0,0,0.5,0,0.2,252.012175,1165.898333,616.3090476
0.4,0,0,0,0.3,0,0,0.3,266.661575,1165.78381,894.0166667
0,0.4,0,0.2,0.2,0,0.2,0,471.078185,1165.447619,912.16
0,0.1,0.6,0.2,0,0,0.1,0,591.4733,1164.871429,839.9852381
0,0,0.1,0.3,0.6,0,0,0,263.5596075,1163.637857,718.5414286
0.4,0.3,0.1,0,0,0,0.2,0,259.7086,1162.997143,1525.022143
0,0.1,0.5,0.2,0,0,0.2,0,268.9965,1162.032381,1608.690476
0,0.2,0.3,0.2,0.3,0,0,0,486.852,1161.942857,550.857619
0,0.4,0,0.2,0.4,0,0,0,215.435825,1161.922857,613.5530952
0.1,0,0.2,0.7,0,0,0,0,357.67778,1161.631905,405.8242857
0.2,0,0.1,0,0,0,0,0.7,246.1808125,1161.461905,712.8347619
0.3,0.1,0,0.4,0.2,0,0,0,277.602875,1161.24619,1227.790476
0,0.3,0,0.2,0,0.5,0,0,414.64142,1161.243571,451.3069048
0,0,0.5,0.4,0,0.1,0,0,294.43251,1161.207514,868.5045476
0.2,0.3,0,0,0,0.3,0.2,0,298.1705,1160.988333,1015.330238
0.4,0.3,0,0.3,0,0,0,0,253.75011,1160.828571,1338.285714
0.2,0.2,0,0,0.3,0,0.3,0,543.214,1160.52,680.7395238
0,0.4,0.4,0.1,0.1,0,0,0,384.6852,1160.441429,1325.042619
0.2,0,0.5,0,0.3,0,0,0,297.788725,1159.6,1803.561905
0.4,0.4,0,0,0,0,0.1,0.1,284.9544,1159.235714,1440.628571
0,0.2,0.2,0,0,0,0,0.6,256.764,1159.195238,728.09
0.1,0,0,0,0.9,0,0,0,272.705375,1159.104762,1124.31381
0.2,0,0,0,0.3,0,0.2,0.3,301.3655,1158.314286,360.5995238
0.1,0,0.1,0.3,0,0,0.5,0,486.39,1158.166667,445.8819048
0.1,0.5,0,0,0,0.1,0,0.3,283.0295,1157.823095,737.3052381
0.5,0.2,0,0.2,0,0,0,0.1,294.9554,1157.381667,1355.238095
0,0.1,0,0.3,0,0.6,0,0,587.591,1157.332381,664.4783333
0,0.3,0,0,0.3,0.3,0,0.1,,1157.076667,387.0909524
0.4,0,0,0.1,0.1,0.4,0,0,349.67375,1156.909524,976.972381
0,0,0.1,0.1,0.6,0.2,0,0,383.148355,1155.560881,11.89724286
0.2,0,0.1,0.5,0,0,0,0.2,197.4307,1155.428571,1373.919048
0.6,0,0,0,0.2,0,0,0.2,345.430415,1155.344286,1219.188095
0.1,0.6,0,0.1,0.2,0,0,0,333.5091498,1155.238095,1219.263571
0.4,0.1,0.1,0,0,0.4,0,0,351.06857,1155.21619,834.037619
0.5,0,0,0.1,0.3,0,0,0.1,339.751,1154.695238,
0,0.2,0.1,0.2,0,0.5,0,0,420.8574,1154.519048,1145.914286
0.1,0.5,0.1,0.3,0,0,0,0,724.0475,1153.995238,676.442381
0,0.1,0.1,0.3,0,0.5,0,0,327.6465975,1153.866667,2022.066667
0,0.2,0,0.2,0.3,0,0.3,0,323.24485,1153.861905,
0.3,0.3,0,0.2,0,0.2,0,0,480.387315,1153.308095,1459.145714
0.6,0,0,0,0.1,0,0.1,0.2,288.3727615,1153.052381,
0.7,0,0.1,0,0,0.1,0,0.1,,1152.709524,1244.185714
0.3,0.1,0.3,0,0,0,0.3,0,476.35989,1152.680952,677.29
0.5,0,0.4,0.1,0,0,0,0,777.1105,1152.680952,2266.590476
0.7,0,0.2,0,0,0,0,0.1,281.3728115,1152.647619,1150.535714
0.5,0.2,0,0,0.2,0,0,0.1,303.4403,1152.583333,1235.061905
0,0.2,0.4,0,0.4,0,0,0,241.230155,1152.415476,1402.047619
0.3,0.6,0,0,0,0.1,0,0,258.0847,1152.23881,1322.388095
0.2,0,0,0,0.6,0.2,0,0,267.93555,1152.121429,1155.729524
0,0.7,0,0.1,0.2,0,0,0,348.8610075,1151.984762,478.1802381
0.6,0.1,0,0,0,0,0.3,0,278.534275,1151.844286,1122.370476
0,0.5,0.2,0,0.1,0,0.2,0,654.2095,1151.766667,888.7328571
0.1,0.1,0,0,0.1,0,0.7,0,304.266425,1151.467381,905.6747619
0,0.1,0.2,0,0.2,0,0.5,0,505.9995,1150.319048,450.05
0.3,0.5,0,0,0,0.1,0,0.1,267.82685,1150.295238,961.1780952
0.2,0,0,0,0.2,0,0.4,0.2,392.0622,1150.247619,555.1328571
0,0,0.5,0.1,0,0.4,0,0,282.052815,1150.134667,680.0993714
0.3,0.3,0.1,0.3,0,0,0,0,334.33335,1149.47619,985.082381
0,0.2,0,0.1,0.1,0,0.6,0,325.801625,1149.388571,
0.4,0.3,0,0.1,0,0,0,0.2,,1148.93119,932.8580952
0.5,0,0.1,0,0.1,0,0,0.3,221.34425,1148.809524,1083.62381
0.4,0,0,0,0.1,0.1,0.4,0,269.3262,1148.671429,403.7090476
0,0,0.2,0.7,0,0,0.1,0,389.5731,1148.225262,874.366881
0.2,0.3,0,0,0.4,0,0,0.1,330.92945,1148.218095,1028.547381
0.3,0,0,0.1,0.4,0,0,0.2,311.26,1147.966667,1105.128571
0,0.2,0,0.6,0.1,0,0.1,0,240.114,1147.317143,734.6657143
0.3,0,0,0,0.4,0.3,0,0,222.800745,1146.942857,845.9878571
0.3,0,0.2,0,0.3,0,0,0.2,260.5636,1146.495238,1059.341905
0,0.2,0.1,0.2,0,0,0,0.5,199.188935,1145.838095,920.0380952
0,0.6,0.1,0,0,0.3,0,0,547.2250805,1145.362143,519.2445238
0.5,0,0,0,0,0.3,0.1,0.1,384.8305,1145.287857,987.2466667
0,0.6,0,0.3,0.1,0,0,0,259.28108,1145.004762,609.4333333
0.3,0.4,0,0,0.1,0,0,0.2,207.52235,1143.004762,1256.6
0,0,0.4,0.4,0.2,0,0,0,150.3304465,1142.193095,855.5492857
0,0.1,0.1,0,0.6,0,0.2,0,341.704,1142.085714,895.6171429
0,0.5,0,0,0.2,0.3,0,0,332.0684,1141.96619,772.727619
0.1,0.2,0,0.4,0.3,0,0,0,344.6435975,1141.024762,544.6602381
0.4,0,0,0,0.3,0,0.2,0.1,238.2741,1141.019048,1146.42381
0.5,0,0,0,0,0.3,0,0.2,255.30085,1140.652381,696.9361905
0.1,0,0,0.1,0.4,0.4,0,0,371.8107,1140.319048,528.257619
0.7,0.2,0,0,0,0,0,0.1,251.76203,1140.314286,1579.014286
0.2,0.3,0,0,0.4,0.1,0,0,286.246875,1139.897619,3418.409524
0.3,0,0.3,0.1,0,0,0.3,0,364.776,1139.380952,1900.742857
0,0.3,0.1,0.4,0.2,0,0,0,265.5364225,1139.26619,534.807619
0,0,0,0.4,0.4,0.2,0,0,305.548575,1139.22776,320.8650714
0.4,0.1,0,0.1,0,0,0.4,0,248.30505,1139.120952,908.4795238
0.7,0.1,0,0,0,0,0.2,0,288.1338,1138.947619,1082.290476
0.6,0,0.1,0,0,0.1,0.2,0,,1138.52381,1198.828571
0,0.4,0.1,0.4,0.1,0,0,0,288.6832,1138.42381,1456.516429
0.2,0,0.2,0.2,0,0.4,0,0,231.5235,1138.161429,626.9328571
0,0,0.3,0.3,0,0.4,0,0,349.957365,1137.877317,760.1756929
0,0,0.5,0.1,0.4,0,0,0,284.9605248,1137.846905,1006.432857
0.3,0,0,0.1,0,0.6,0,0,369.459539,1137.838333,1259.225
0,0.1,0,0,0.1,0.8,0,0,344.04995,1137.582857,800.9504762
0.5,0,0,0,0.3,0,0,0.2,303.230375,1137.169762,1426.711905
0.1,0,0.1,0.4,0,0,0.4,0,501.031,1135.97619,271.7080952
0,0.2,0.1,0,0.4,0.3,0,0,402.5298,1135.885238,
0.3,0,0,0,0,0,0.6,0.1,,1135.495238,708.067619
0,0.3,0.2,0,0.5,0,0,0,337.1349,1135.363333,478.4771429
0,0.1,0.4,0.4,0.1,0,0,0,423.36328,1135.07619,577.1157143
0.2,0.2,0,0,0.4,0,0.2,0,293.28505,1135.009524,1232.928571
0.1,0,0,0,0.5,0.3,0.1,0,,1133.814286,433.7638095
0.2,0.4,0.3,0.1,0,0,0,0,281.08015,1133.333333,1474.161905
0,0.1,0,0,0.3,0,0.4,0.2,,1133.280952,
0.3,0,0,0,0.1,0,0.6,0,313.0369263,1132.63381,1421.3
0.4,0.1,0.2,0.3,0,0,0,0,415.807,1132.451905,1265.466667
0.2,0,0.4,0,0.4,0,0,0,557.74397,1132.199524,1452.825952
0,0,0,0.2,0.1,0,0.7,0,394.60875,1131.637667,1003.254024
0.2,0.3,0.4,0,0.1,0,0,0,429.972975,1131.175714,994.092381
0.6,0,0,0.1,0,0,0,0.3,,1131.144762,684.747381
0,0.6,0.1,0,0.2,0,0.1,0,752.881,1130.709524,790.5190476
0,0.4,0,0.1,0.4,0,0.1,0,408.0695,1130.271429,1342.890476
0,0.1,0,0,0.2,0,0.7,0,250.53725,1129.963571,510.0780952
0,0.2,0.1,0,0.1,0.6,0,0,332.24945,1129.380952,431.7514286
0,0.7,0.1,0,0.1,0,0,0.1,,1128.77619,605.0580952
0,0.3,0.2,0.1,0,0.4,0,0,337.31165,1128.32381,269.1671429
0.5,0,0.3,0,0,0,0.2,0,324.033715,1128.209048,2023.014286
0,0.3,0,0.6,0,0.1,0,0,240.0248475,1127.938571,1631.561905
0.2,0,0,0,0.6,0,0.2,0,290.5143,1127.585714,2332.380952
0.5,0.1,0,0.2,0,0.2,0,0,346.442911,1127.468333,1410.124286
0.1,0,0,0.2,0.7,0,0,0,289.150625,1126.685,1340.748571
0.1,0,0,0,0.2,0,0.5,0.2,255.9975,1126.661429,543.522381
0,0,0.2,0.3,0.3,0.2,0,0,219.136275,1126.637405,246.6412857
0.5,0,0.1,0,0,0,0.4,0,332.3722675,1126.329286,1882.213333
0.1,0.4,0.5,0,0,0,0,0,195.58419,1125.980952,1732.255
0.1,0.3,0,0.5,0,0,0,0.1,237.459475,1125.962857,618.145
0.8,0,0,0,0,0,0,0.2,180.182325,1125.548095,743.8969048
0.1,0.2,0,0.4,0,0.3,0,0,372.81895,1125.435714,882.4290476
0.1,0.6,0.2,0,0.1,0,0,0,293.76395,1125.342857,1057.26619
0,0.5,0,0.1,0.3,0.1,0,0,341.3658,1124.629048,1591.17619
0.4,0,0.1,0,0.2,0,0,0.3,225.26415,1124.595238,949.2585714
0.4,0,0,0.1,0.3,0,0,0.2,312.294,1124.552381,1157.771429
0.3,0.5,0,0,0.1,0,0,0.1,,1124.293333,1297.497619
0,0.2,0.3,0.4,0.1,0,0,0,345.40565,1123.559286,865.8578571
0,0,0,0.4,0.2,0,0.4,0,317.94085,1123.417095,753.5659762
0,0.2,0.2,0,0.1,0,0,0.5,,1122.97619,682.8542857
0.2,0,0.6,0.1,0.1,0,0,0,305.2471175,1122.536905,1451.802381
0.2,0.5,0.3,0,0,0,0,0,395.726442,1121.315,753.6533333
0,0,0.7,0.2,0.1,0,0,0,166.86851,1121.188571,169.9347619
0.4,0,0,0.2,0,0.4,0,0,260.03453,1121.159286,643.3359524
0.5,0,0,0.2,0,0,0,0.3,182.51876,1121.102381,1193.201429
0,0,0.5,0.1,0.1,0,0.3,0,369.807675,1120.716595,1045.629143
0.4,0,0,0,0.2,0.2,0,0.2,209.637,1120.544286,662.9142857
0.2,0,0.3,0.2,0.3,0,0,0,394.2835,1120.060476,866.3157143
0.1,0,0,0.2,0.2,0,0,0.5,243.2331,1120.004762,803.2609524
0.1,0,0.2,0,0.1,0,0,0.6,232.96635,1119.714286,1057.638095
0.3,0.3,0,0,0,0,0.4,0,237.4782825,1119.237619,847.7390476
0.2,0.2,0,0.2,0,0.4,0,0,417.55,1119.101667,1565.761905
0,0.2,0,0.1,0.5,0.2,0,0,268.14862,1118.452381,954.5771429
0,0.3,0,0.3,0.2,0,0,0.2,214.718735,1116.852381,832.1971429
0.3,0.2,0.3,0,0.2,0,0,0,215.9840175,1116.829286,1237.114286
0.1,0.3,0,0.3,0,0.3,0,0,559.2755,1116.800952,1484.081667
0,0.3,0.4,0.3,0,0,0,0,379.99115,1116.372857,1461.894524
0.2,0.5,0.1,0,0,0,0.2,0,460.496325,1115.941429,1578.452857
0,0.2,0.5,0,0.3,0,0,0,375.94215,1115.661905,682.9895238
0,0.6,0.1,0.2,0.1,0,0,0,284.676521,1115.636667,1019.488333
0.5,0,0,0,0.1,0.3,0,0.1,240.3506,1115.171429,1143.328571
0.2,0,0.2,0.6,0,0,0,0,217.1301,1115.042381,1444.809524
0.1,0.5,0.3,0,0,0.1,0,0,386.73871,1114.342619,464.3278571
0,0.6,0.2,0.1,0,0,0,0.1,228.136135,1113.3,747.9542857
0.5,0.2,0,0,0,0.2,0.1,0,399.279,1113.189524,960.5157143
0.6,0.1,0.2,0,0,0,0,0.1,266.4156,1113.067857,1422.266667
0,0.2,0,0.4,0.4,0,0,0,261.2856,1112.938095,895.2952381
0.2,0,0.2,0,0.1,0,0.5,0,335.31688,1112.603333,1876.428571
0,0.1,0.2,0.2,0.5,0,0,0,333.9005,1112.390476,944.3333333
0.2,0.3,0,0,0.3,0,0,0.2,246.327625,1112.347381,736.4147619
0.1,0,0.1,0,0.8,0,0,0,229.658,1111.328571,1266.828571
0,0.2,0,0.4,0,0.4,0,0,551.823,1110.987619,1937.814286
0,0,0,0.9,0,0,0.1,0,131.90045,1110.71231,1133.033333
0,0.3,0,0.5,0,0,0.2,0,424.3695,1110.444286,325.637619
0.5,0,0.1,0.4,0,0,0,0,298.70175,1110.050476,2796.688095
0,0.4,0.1,0.2,0.3,0,0,0,294.614575,1109.97619,658.5395238
0.6,0,0,0,0,0.2,0,0.2,332.600525,1109.57619,1114.770476
0,0.3,0.5,0,0.1,0,0.1,0,400.78495,1109.285714,640.6380952
0.1,0,0.2,0.6,0.1,0,0,0,479.0285,1108.966667,1325.542857
0,0.1,0.4,0.1,0,0.4,0,0,302.8113,1108.706667,417.9785714
0.1,0,0,0.3,0.2,0.4,0,0,372.84725,1108.32381,706.6004762
0.1,0,0.1,0.1,0.7,0,0,0,310.588275,1107.926667,1332.597619
0,0.2,0,0,0.4,0,0.1,0.3,,1107.511905,474.1666667
0.4,0,0.1,0,0.1,0,0.4,0,312.37635,1107.338095,1895.880952
0.3,0,0,0,0.5,0,0.2,0,267.8975,1106.882381,1309.982381
0,0,0.3,0,0.4,0.3,0,0,296.7441425,1106.636381,1102.699948
0.1,0.1,0,0,0.3,0,0,0.5,232.04943,1106.527143,925.905
0.1,0,0.6,0,0.1,0,0,0.2,248.21665,1106.447619,
0.4,0,0.5,0,0,0,0,0.1,287.52818,1105.993571,567.207619
0.2,0.5,0,0,0.2,0,0,0.1,156.72785,1105.101905,941.207381
0.1,0,0.4,0,0.4,0.1,0,0,357.68528,1104.31381,2231.447619
0.2,0,0.3,0,0.2,0.3,0,0,313.7088,1103.935714,1006.095714
0,0.2,0.4,0,0.3,0,0.1,0,245.28515,1103.624762,610.3904762
0,0.2,0,0,0.1,0.7,0,0,289.121975,1103.229524,626.8709524
0.2,0,0.2,0.2,0.4,0,0,0,364.6222,1103.12381,2029.904762
0.2,0,0,0,0.7,0.1,0,0,487.3295,1103.087619,1317.108095
0.2,0,0.4,0,0.3,0,0,0.1,216.8205,1102.71619,604.7552381
0.2,0.5,0,0,0,0.2,0,0.1,281.069225,1102.61619,956.492381
0,0.1,0,0.3,0.4,0,0.2,0,574.2881,1102.379048,548.7238095
0,0.2,0.1,0.7,0,0,0,0,267.420436,1102.197619,1691.172381
0.1,0.1,0,0.7,0,0.1,0,0,428.5755,1101.24881,1299.025476
0,0.1,0,0,0.3,0.5,0.1,0,283.87815,1101.033333,522.7085714
0.2,0,0,0,0.3,0,0.4,0.1,265.6221,1100.244286,
0.1,0,0,0,0.5,0,0.4,0,210.56125,1100.143333,591.3966667
0.1,0.1,0.4,0.4,0,0,0,0,275.715,1099.695238,1873.285714
0.5,0.3,0,0,0,0.2,0,0,266.12315,1099.052381,1430.238095
0.4,0,0,0.2,0,0.3,0,0.1,,1098.952381,
0.1,0.2,0,0,0.6,0,0,0.1,240.328925,1097.871905,934.6497619
0.1,0.2,0,0,0.3,0,0.4,0,367.90165,1097.73881,852.4869048
0.1,0,0.4,0.2,0,0.3,0,0,335.831,1097.467143,1840.042857
0.3,0,0,0.3,0,0.1,0,0.3,,1096.609524,1087.932857
0,0,0.3,0,0.3,0.4,0,0,368.96259,1095.43619,1064.472698
0,0.2,0,0,0.5,0,0.3,0,336.269775,1095.347381,410.1483333
0.2,0,0,0,0.4,0,0,0.4,297.37795,1094.95,505.6966667
0.6,0,0,0,0.1,0.2,0,0.1,281.60998,1093.809524,900.6685714
0,0.4,0,0.4,0.1,0.1,0,0,433.5573,1093.141429,1085.604762
0,0.6,0,0.4,0,0,0,0,256.5045,1091.918571,845.69
0.2,0,0,0.1,0.6,0,0,0.1,216.32,1091.635238,1589.971429
0.1,0.4,0,0,0.4,0,0,0.1,275.9680175,1091.622619,585.322619
0.1,0,0,0.2,0.5,0,0.2,0,770.2185,1091.542857,566.2885714
0,0,0,0.1,0.2,0,0,0.7,318.37015,1091.413333,428.9047619
0.4,0,0,0.3,0.1,0.2,0,0,396.1147,1091.395238,1696.461905
0,0.1,0.2,0.4,0,0,0,0.3,280.05985,1090.41,841.592381
0.5,0.1,0,0.2,0,0,0,0.2,240.1739,1090.160476,1197.111905
0,0.1,0,0.3,0.2,0.4,0,0,366.41725,1090.071429,575.1914286
0.3,0,0,0,0.4,0.1,0.2,0,271.5783,1089.344286,1312.285714
0.1,0,0,0.7,0,0.1,0,0.1,,1088.860476,881.3195238
0,0.2,0,0.3,0.1,0,0,0.4,303.0279,1087.899524,863.7066667
0.2,0.2,0.1,0,0,0,0,0.5,244.322345,1087.195238,764.8171429
0,0.2,0.5,0.1,0.2,0,0,0,260.1383,1086.937619,709.9661905
0.2,0.2,0,0,0.5,0.1,0,0,268.2916025,1086.872857,1465.969048
0,0,0.1,0.8,0.1,0,0,0,462.938275,1086.705545,19.06042857
0.2,0,0,0,0.3,0.2,0,0.3,238.391,1086.495714,635.8604762
0,0.4,0,0,0,0.3,0.1,0.2,,1085.424762,493.8938095
0.1,0,0,0,0.3,0,0.1,0.5,,1084.671429,859.7109524
0,0.2,0,0,0.2,0.4,0,0.2,,1084.640476,329.0928571
0.3,0,0.3,0,0,0,0.4,0,259.7909428,1083.261667,425.6461905
0,0.1,0.3,0,0.1,0,0,0.5,,1083.219524,807.2766667
0.4,0.2,0,0,0,0,0,0.4,269.9857,1082.674286,875.9633333
0.7,0.1,0,0.1,0,0,0,0.1,266.9158,1082.631905,1365.27381
0.1,0.1,0,0,0.4,0.4,0,0,379.0316,1082.468571,1022.373095
0.7,0,0,0.2,0,0.1,0,0,293.31075,1082.371905,1306.752381
0.2,0,0,0.8,0,0,0,0,173.00765,1082.211905,1724.714286
0.2,0.5,0.2,0,0,0,0.1,0,323.6562085,1081.78381,734.6197619
0.3,0,0,0,0.1,0.1,0,0.5,299.6336473,1081.582381,1049.944286
0.1,0,0,0,0.5,0,0,0.4,271.353208,1081.274524,761.9492857
0.3,0,0,0,0.1,0.5,0.1,0,277.6544,1080.188095,767.3504762
0,0,0.4,0,0.6,0,0,0,227.7930735,1079.838095,379.74
0.1,0,0,0,0.2,0.2,0,0.5,376.145,1079.786667,380.9885714
0.1,0,0.2,0.4,0.3,0,0,0,260.73535,1079.383333,623.117619
0.1,0.2,0,0,0.7,0,0,0,224.4889925,1079.323333,895.642381
0.5,0.1,0.2,0,0,0,0,0.2,200.56864,1078.69619,1060.73
0.1,0.2,0,0,0.1,0.6,0,0,250.8284625,1077.84881,664.8204762
0,0.2,0.1,0.4,0,0,0.3,0,290.26115,1077.780476,1363.480952
0.5,0,0,0.2,0,0.1,0,0.2,,1077.465714,1339.204762
0.3,0,0,0.1,0.5,0,0,0.1,265.0601,1077.395238,1196.238095
0,0.5,0,0,0.1,0.3,0.1,0,323.079,1077.003333,313.2061905
0,0.5,0.2,0.3,0,0,0,0,370.6098,1076.887619,318.4757143
0,0.2,0,0.4,0.3,0,0.1,0,424.593,1076.327143,349.0309524
0.2,0.2,0,0,0.1,0.5,0,0,267.4917,1075.190714,1381.137857
0,0.5,0.1,0.4,0,0,0,0,363.21735,1074.444524,1040.402619
0.5,0.3,0,0,0,0.1,0,0.1,243.6427,1074.207381,1590.421429
0.3,0,0,0,0,0,0.1,0.6,239.5645,1073.268571,552.39
0.1,0,0.5,0,0.1,0.3,0,0,237.74206,1073.177619,553.1842857
0,0.3,0.4,0,0.2,0,0,0.1,,1072.137619,
0.3,0.1,0,0,0.4,0,0,0.2,233.6418228,1071.943333,1491.15
0.7,0,0,0,0.1,0.2,0,0,,1071.119048,
0.2,0,0,0,0.2,0.4,0.2,0,224.21785,1071.068095,419.2019048
0,0.1,0,0,0.9,0,0,0,278.917425,1069.85881,1135.795238
0.4,0,0.2,0,0,0.3,0.1,0,,1069.702381,585.9871429
0.2,0.1,0,0,0.1,0.6,0,0,328.98895,1069.684762,917.122619
0.1,0,0,0,0.2,0,0.7,0,380.418525,1069.485,598.282619
0.3,0.2,0,0.1,0,0,0.4,0,511.8255,1069.331905,1560.854524
0.2,0.4,0.4,0,0,0,0,0,390.1178,1067.959524,710.5478571
0,0.3,0,0.2,0.5,0,0,0,260.18795,1067.919524,1049.179048
0,0.3,0.3,0.4,0,0,0,0,321.971191,1067.882381,427.3780952
0.1,0.3,0,0,0.4,0.2,0,0,350.4066,1067.716429,617.922381
0.3,0.2,0,0,0,0.3,0,0.2,175.524,1067.66381,696.1104762
0.5,0,0.4,0,0,0.1,0,0,276.1263,1067.390476,1409.378571
0,0,0.1,0.4,0.2,0,0.3,0,167.70326,1067.244295,368.2767857
0.3,0,0.1,0.5,0.1,0,0,0,210.3823,1066.824762,1441.828571
0,0.3,0,0,0.2,0.2,0,0.3,,1066.512381,598.8747619
0.3,0,0,0.2,0.3,0,0,0.2,209.398,1066.505238,1421.8
0.4,0.1,0.1,0.4,0,0,0,0,196.9748,1066.419524,2951.419048
0,0.5,0.1,0.2,0,0.2,0,0,255.63431,1064.896667,546.5519048
0,0,0.6,0.2,0.2,0,0,0,275.8513,1064.479048,738.2092857
0,0.4,0,0,0.1,0.1,0.4,0,204.766,1064.39,402.4804762
0.1,0.3,0.5,0,0.1,0,0,0,441.634,1064.247619,942.6904762
0.2,0,0,0,0.5,0,0.3,0,285.376325,1064.142619,507.9595238
0.1,0,0,0.8,0,0.1,0,0,235.56815,1063.388571,1575.257143
0,0,0.2,0.7,0.1,0,0,0,244.150255,1062.986667,662.2721429
0.6,0.1,0,0.1,0,0.2,0,0,1376.90355,1062.745238,1544.809524
0.1,0.2,0.4,0,0,0,0.3,0,330.034795,1062.729762,599.0340476
0.3,0.3,0.1,0,0,0,0.3,0,417.57795,1062.705952,1215.609524
0,0.6,0.1,0.1,0,0,0.2,0,279.56694,1062.582857,1657.938095
0.4,0,0.2,0.2,0,0,0,0.2,235.5212465,1062.123333,1072.528571
0.6,0.1,0,0,0,0.2,0.1,0,386.14045,1060.966667,1084.747619
0,0.1,0,0,0.5,0.1,0,0.3,210.0675,1060.508095,289.1680952
