Mn,Ni,Mg,Ca,Fe,La,Y,In,J.uAcm2_0.80_fromCV,J.uAcm2_0.63_secondCA,J.uAcm2_0.63_initialCA
0,0.1,0.7,0,0,0.2,0,0,248.13735,560.1271429,1084.631429
0.5,0.1,0,0,0,0,0.2,0.2,275.1599105,560.1219048,677.3157143
0,0.4,0,0,0.3,0,0.3,0,271.4425,560.0619048,670.8271429
0,0.2,0.5,0.3,0,0,0,0,117.786575,559.5685714,451.3252381
0,0.2,0.1,0.6,0,0,0.1,0,125.0877,559.1371429,1102.871429
0,0,0.4,0.1,0.2,0.3,0,0,158.034975,559.1109286,614.7475
0.1,0,0.2,0,0,0,0,0.7,124.0315,559.0771429,524.1538095
0,0,0.2,0.3,0.2,0,0,0.3,104.096325,559.0239762,481.7625143
0,0.4,0.4,0.1,0,0,0,0.1,117.4025,558.8690476,302.3152381
0.5,0,0,0.1,0,0,0,0.4,128.59815,558.4892857,609.567619
0.4,0,0.3,0.1,0,0,0,0.2,,558.4242857,806.1061905
0,0.2,0,0,0,0.3,0.5,0,195.82402,558.2514286,571.4380952
0.2,0.3,0.4,0,0,0,0.1,0,110.9704225,558.2352381,692.187619
0.1,0,0,0.5,0,0,0.4,0,373.053,558.0304762,1415.123095
0.3,0.2,0,0,0.4,0,0,0.1,,557.9790476,1552.87619
0.1,0.1,0,0.4,0,0,0,0.4,,557.8711905,506.4021429
0.2,0.3,0,0,0,0.2,0.3,0,136.6485,557.8247619,702.8042857
0,0.2,0,0.3,0,0.3,0.2,0,,557.6261905,1090.414286
0,0.1,0.6,0,0.1,0,0,0.2,,557.5909524,299.7204762
0.1,0,0.1,0.6,0.2,0,0,0,139.4092,557.4985714,491.3809524
0,0.4,0,0.4,0,0.2,0,0,154.097825,557.3985714,669.3219048
0,0.1,0.7,0.1,0,0,0,0.1,151.7995975,557.3609524,693.6414286
0,0.4,0,0.3,0,0.1,0.2,0,142.1035,557.127619,1146.295238
0,0.2,0,0,0,0.1,0.5,0.2,118.87885,557.092619,454.9369048
0.1,0.5,0,0,0,0.1,0.3,0,124.34465,557.0166667,633.9261905
0,0,0.3,0.1,0.4,0.2,0,0,158.220875,556.8467619,379.6526905
0,0.2,0,0.1,0,0,0.1,0.6,129.61805,556.7133333,736.4380952
0,0.2,0,0.4,0,0,0.1,0.3,,556.4995238,490.5647619
0,0,0,0,0.2,0,0.5,0.3,2.586,556.458119,297.9270238
0,0.3,0.3,0,0,0,0,0.4,144.6898,556.3388095,191.1471429
0.2,0,0.3,0,0.2,0,0,0.3,101.15895,556.2014286,421.93
0.1,0.1,0,0,0.2,0,0.6,0,144.245275,556.1004762,648.937619
0,0.2,0,0.5,0,0,0.3,0,136.263,556.0852381,1061.44381
0.1,0,0,0.3,0.2,0,0,0.4,140.365745,556.0128571,637.0357143
0.1,0.4,0,0,0,0.3,0.2,0,172.761555,555.8171429,639.0057143
0,0.2,0.3,0,0.3,0,0,0.2,,555.8157143,1107.497619
0.2,0,0,0.4,0,0.1,0.3,0,149.6708,555.7419048,1159.933333
0.1,0,0,0.4,0.4,0,0.1,0,148.65135,555.5171429,540.7633333
0,0,0,0.4,0.1,0,0,0.5,97.83301,555.2595238,509.9489048
0,0.3,0,0.4,0,0.1,0.2,0,126.4144,554.8709524,823.1119048
0.1,0.4,0,0.4,0,0,0.1,0,163.010754,554.7290476,602.9645238
0,0,0,0,0.5,0.4,0,0.1,112.441525,554.5991833,79.85533095
0,0,0.1,0.2,0.6,0,0,0.1,92.6263575,554.5660143,518.2822667
0,0.1,0.4,0,0,0.3,0.2,0,,554.0819048,
0.2,0.3,0,0,0,0.4,0.1,0,153.09503,553.5966667,585.8914286
0.1,0,0,0,0.5,0.1,0.3,0,141.93715,553.5319048,289.7509524
0.4,0.1,0.4,0,0,0,0,0.1,,553.3533333,678.1628571
0.2,0,0,0,0.1,0.3,0.4,0,117.20895,553.0514286,964.0047619
0,0.4,0,0,0.1,0,0.2,0.3,141.11895,553.0509524,416.757619
0,0,0.2,0,0.8,0,0,0,136.9842816,553.0177619,649.703519
0.2,0.2,0,0,0,0.4,0.2,0,257.2095,552.9090476,465.6552381
0.5,0,0.1,0,0,0.1,0,0.3,122.6412,552.7561905,742.5471429
0,0.1,0.3,0,0,0,0,0.6,149.6852,552.7361905,269.5414286
0,0,0,0,0.8,0.2,0,0,151.1194,552.4017857,211.6414286
0.4,0.1,0,0.2,0,0,0.3,0,214.3089,552.185,780.0166667
0,0.1,0.2,0,0,0,0,0.7,122.951425,551.445,426.9878571
0.1,0.6,0.1,0,0,0,0.2,0,148.62295,551.192381,1034.374524
0.1,0,0,0.3,0,0.2,0.4,0,,550.56,1073.837619
0,0,0.8,0,0.1,0,0,0.1,108.470925,550.3716048,239.8174071
0,0.3,0,0,0.6,0,0.1,0,207.6126565,550.2733333,789.387619
0,0.5,0,0.2,0,0.3,0,0,152.51285,549.95,540.7852381
0,0.1,0.1,0,0.1,0,0.7,0,165.424095,549.5219048,510.1514286
0,0,0.4,0.1,0,0,0.5,0,234.6525875,549.4882524,184.494019
0,0.2,0.8,0,0,0,0,0,130.46975,549.3495238,426.1021429
0.1,0,0.4,0,0.1,0,0.4,0,159.746,549.0419048,1758.061905
0.1,0,0,0.1,0.3,0,0,0.5,125.5599,549.0404762,860.1857143
0.1,0.1,0,0,0,0,0.1,0.7,154.2043053,549.0238095,863.3521429
0.1,0,0,0.4,0,0,0,0.5,137.43545,548.8702381,552.2388095
0,0,0,0.2,0,0.8,0,0,133.98975,548.7285714,367.0985714
0.1,0.5,0,0.1,0,0,0,0.3,172.8489,548.5707143,500.9119048
0,0.4,0,0,0.1,0,0,0.5,164.563585,548.2919048,581.6730952
0,0.6,0,0.2,0,0.2,0,0,159.245575,548.1059524,514.2783333
0.3,0.3,0,0,0,0.3,0.1,0,151.8664815,547.9109524,587.9485714
0.2,0.4,0,0,0,0,0.3,0.1,147.556045,547.6514286,943.0233333
0,0,0.2,0.1,0.2,0.5,0,0,130.1797025,547.4913286,184.3072619
0,0.2,0.3,0,0,0.1,0.4,0,,547.312381,376.29
0.5,0.1,0.1,0,0,0,0,0.3,104.94955,547.0342857,1740.62381
0.1,0,0.2,0,0,0.6,0,0.1,129.35995,546.9114286,423.8585714
0.3,0,0.4,0,0,0.2,0,0.1,138.05685,546.7809524,531.7357143
0,0.4,0.2,0,0,0.4,0,0,258.5087,546.3397619,400.8152381
0.2,0.4,0,0.2,0,0,0.2,0,258.877405,546.3304762,727.3530952
0.1,0,0,0,0,0.1,0.4,0.4,231.8355,545.8014286,243.8204762
0,0.2,0,0.1,0,0.5,0,0.2,118.62555,545.7014286,737.292381
0.1,0,0,0.2,0,0.6,0,0.1,144.0324,545.53,676.1847619
0,0,0,0,0.1,0.6,0.1,0.2,5.89265,545.3196905,283.4331905
0,0.3,0,0.4,0,0.2,0.1,0,,544.627619,612.0695238
0.2,0,0,0.4,0,0.2,0,0.2,,544.4814286,488.572381
0,0,0.1,0.1,0.3,0,0,0.5,124.01823,544.4322667,419.1013643
0.3,0.1,0,0,0,0.4,0,0.2,151.826905,544.3280952,382.9195238
0.1,0.4,0,0.1,0,0.4,0,0,323.216715,544.2002381,392.422381
0.2,0,0,0.2,0,0.5,0.1,0,136.9883,544.1314286,1075.317619
0,0.8,0,0,0,0,0,0.2,151.426,543.9709524,434.7361905
0,0.3,0,0,0.1,0.4,0.2,0,172.403515,543.9142857,343.0542857
0.1,0,0,0.1,0,0,0,0.8,125.204062,543.742381,712.4261905
0,0,0,0,0.1,0.1,0.2,0.6,0.34155,543.6749762,217.86735
0,0,0.5,0.1,0.3,0.1,0,0,182.5373,543.6416905,171.9565357
0.1,0,0.2,0,0.4,0,0,0.3,130.297026,543.2395238,524.8
0,0.2,0.3,0,0,0.3,0,0.2,100.8333,543.2133333,466.0152381
0.3,0,0,0,0,0.2,0.3,0.2,140.36785,543.0695238,394.887619
0,0.1,0,0.4,0.2,0,0.3,0,214.56625,542.917619,507.7838095
0,0,0,0.2,0,0,0.8,0,137.600695,542.8842857,15.07571429
0,0.6,0,0.2,0,0,0.1,0.1,125.4571,542.2909524,382.8909524
0.1,0.6,0,0,0,0.2,0.1,0,184.847825,542.2252381,749.0447619
0.1,0.2,0,0,0,0.1,0.6,0,186.8851075,542.1585714,726.4695238
0,0.4,0.3,0.1,0,0,0,0.2,122.61185,541.9861905,685.4995238
0,0,0,0,0.7,0,0.3,0,137.4222,541.9347619,206.2447619
0.1,0.1,0,0.2,0,0,0,0.6,132.24035,541.8914286,487.4883333
0,0.2,0.1,0.2,0.5,0,0,0,378.00661,541.812381,1116.5
0,0.5,0,0.5,0,0,0,0,124.4122398,541.51,316.7688095
0,0.3,0,0.3,0,0,0.1,0.3,118.3155,541.43,624.6480952
0,0.1,0.3,0.6,0,0,0,0,127.642,541.2233333,602.7390476
0,0.4,0,0,0,0.3,0,0.3,,541.1133333,531.912381
0.3,0,0.3,0.4,0,0,0,0,113.0440945,541.0571429,674.1552381
0.3,0,0,0.2,0,0.1,0,0.4,,540.9428571,359.73
0.1,0,0,0,0,0.4,0.3,0.2,148.1958405,540.7638095,387.2071429
0.1,0,0,0.1,0,0,0.1,0.7,,540.6104762,931.957619
0,0.7,0,0,0,0.2,0,0.1,,540.5814286,313.5028571
0.3,0.1,0,0.5,0,0,0.1,0,169.9902105,540.1538095,880.2769048
0,0,0,0.1,0,0,0.9,0,123.91955,539.7547619,537.2485714
0,0,0.8,0.1,0.1,0,0,0,151.425125,539.2561905,382.2340476
0.3,0,0.1,0,0,0.3,0,0.3,126.735,539.1195238,
0,0.4,0,0,0,0.4,0.1,0.1,110.02955,539.0759524,564.8214286
0.3,0.4,0,0,0,0.2,0.1,0,156.2616,539.0642857,486.5247619
0.1,0,0,0.1,0,0.7,0,0.1,,538.8880952,817.2633333
0,0.1,0,0.2,0,0.4,0,0.3,,538.8709524,653.2614286
0,0.1,0,0,0,0.2,0.7,0,119.2907975,538.5157143,716.7730952
0.2,0.1,0,0,0,0,0.2,0.5,166.5607,538.3914286,251.8366667
0.2,0,0.5,0,0.2,0,0.1,0,254.48178,538.0214286,1029.211429
0.5,0,0.1,0,0,0,0.3,0.1,125.49485,537.8371429,410.51
0,0.7,0,0.1,0,0,0.2,0,140.04825,537.7319048,635.4878571
0,0,0.7,0.1,0,0.2,0,0,181.28652,537.6495714,699.3309929
0,0.3,0,0.2,0,0.3,0,0.2,,537.4680952,442.3095238
0,0.3,0.2,0,0,0.3,0.2,0,,537.3995238,500.5861905
0,0.2,0,0.4,0.2,0,0,0.2,114.5544655,537.1047619,394.79
0.3,0,0,0.3,0,0.1,0.3,0,,537.0066667,749.9128571
0,0.7,0,0.1,0.1,0,0.1,0,170.6032,536.9938095,1394.419048
0,0.2,0.2,0.2,0,0,0,0.4,126.56571,536.9866667,572.8733333
0,0.1,0.2,0.5,0,0,0.2,0,151.7198139,536.79,1360.47619
0.2,0,0,0,0,0.1,0,0.7,145.91125,536.5052381,450.2790476
0.2,0,0.6,0,0,0.1,0.1,0,129.05735,536.4919048,439.5252381
0,0,0,0,0.2,0.1,0.4,0.3,109.342625,536.426619,15.85066667
0.1,0,0,0,0.1,0.5,0.3,0,150.5885,536.0590476,273.647619
0.4,0,0.2,0,0,0.2,0,0.2,112.53625,535.4690476,426.0152381
0,0,0.3,0.4,0,0,0.3,0,146.6117,535.4283571,478.9255714
0,0.2,0,0.1,0,0.1,0,0.6,,535.3447619,788.2785714
0.4,0.2,0,0,0,0.4,0,0,103.9466,535.3014286,809.4357143
0,0,0.7,0,0.2,0.1,0,0,217.9539,535.1525857,529.8883095
0,0,0.2,0.1,0.6,0.1,0,0,144.215722,534.8200952,217.9105786
0,0.3,0.1,0.5,0,0,0,0.1,129.2290545,534.7128571,462.9195238
0,0,0,0,0,0.3,0.2,0.5,147.05835,534.6845238,320.2390476
0,0.3,0,0,0,0.1,0.3,0.3,102.79395,534.37,439.1385714
0,0,0.1,0.3,0.2,0.4,0,0,219.672325,534.0916571,219.9321905
0,0.3,0,0,0.1,0.2,0,0.4,171.944688,534.0319048,155.6009524
0,0.1,0,0,0,0.1,0.5,0.3,,533.847619,668.6533333
0,0.1,0,0.2,0.4,0,0,0.3,124.615931,533.7895238,331.5095238
0.1,0.6,0.1,0,0,0,0,0.2,103.553525,533.7014286,452.3147619
0.2,0,0.3,0.3,0,0,0,0.2,116.91085,533.2647619,478.5933333
0,0,0,0,0.1,0.9,0,0,136.03155,533.14,741.2271429
0,0.2,0,0,0.4,0,0.4,0,137.239825,533.0942857,554.9183333
0,0.7,0,0.3,0,0,0,0,148.36185,532.8654762,795.0488095
0.3,0,0,0.1,0,0,0,0.6,156.3333,532.7797619,844.0883333
0.1,0,0,0,0.2,0,0,0.7,131.4896048,532.4471429,617.645
0,0,0,0,0.2,0.2,0,0.6,143.42755,532.354,522.091619
0,0.2,0,0.2,0,0.2,0.4,0,123.39605,532.147619,589.1104762
0,0,0.3,0.1,0.4,0,0,0.2,98.624825,531.912169,489.8144048
0.3,0,0,0.2,0,0.4,0,0.1,,531.91,794.5395238
0,0.4,0,0.1,0,0.1,0.4,0,,531.7661905,538.2480952
0.5,0.2,0,0,0,0.3,0,0,,531.7638095,1270.071429
0.1,0,0.1,0,0,0.2,0.6,0,98.1908,531.5204762,649.4733333
0,0,0.1,0.1,0,0,0,0.8,97.12527825,531.2598571,639.0340476
0.1,0,0,0.2,0,0.2,0,0.5,142.22995,531.2085714,1048.343333
0,0.2,0.2,0,0,0,0.6,0,163.7342,531.0904762,754.2542857
0.1,0,0,0.4,0,0.2,0,0.3,,530.672381,715.5247619
0,0.3,0,0.3,0.1,0,0,0.3,143.5891345,530.642381,392.6719048
0.2,0,0,0,0,0.1,0.1,0.6,168.5583,530.6095238,677.8785714
0.4,0,0.3,0,0,0.1,0,0.2,111.62078,530.3790476,684.6014286
0.1,0,0.2,0,0,0,0.6,0.1,115.54725,530.2,716.7195238
0,0.1,0,0,0.5,0.3,0.1,0,171.24446,530.1161905,351.3295238
0,0.1,0.3,0.4,0,0,0,0.2,111.81595,530.0504762,455.1261905
0.1,0.5,0.2,0,0,0,0,0.2,,529.942381,432.5290476
0,0.2,0,0.4,0,0.1,0.3,0,127.32545,529.9014286,493.792381
0.2,0,0.3,0,0,0,0,0.5,116.42865,529.8714286,348.2233333
0.1,0.4,0,0.2,0,0,0.3,0,141.2214,529.4721429,859.0535714
0,0,0,0,0.4,0.1,0.2,0.3,1.18695,529.4625119,394.5950976
0,0,0.3,0,0,0,0,0.7,113.8686,529.44,249.3290476
0,0.3,0,0.4,0,0,0.3,0,154.718495,529.2685714,352.5309524
0,0.4,0.2,0.1,0.3,0,0,0,241.937485,529.1885714,409.0666667
0,0,0.4,0.3,0.1,0,0.2,0,167.558975,529.1622071,907.635
0,0,0,0,0,0.9,0.1,0,112.37255,528.7219048,442.5821429
0,0.1,0.2,0,0,0.2,0,0.5,,528.58,440.1228571
0.1,0,0,0.3,0,0,0.6,0,134.47265,528.507381,826.2195238
0,0.2,0,0,0,0.6,0.2,0,109.7563,528.2980952,804.9247619
0.1,0,0,0,0.6,0,0.2,0.1,143.2366,528.1409524,395.7095238
0.5,0,0.3,0,0,0,0.1,0.1,125.90495,527.9652381,921.0242857
0,0.3,0,0,0.4,0.1,0.2,0,121.1307,527.6180952,380.0752381
0,0.4,0,0.4,0,0,0.2,0,126.521225,527.5688095,620.04
0,0.4,0.1,0,0,0.2,0.3,0,,527.4709524,528.85
0.3,0.3,0,0,0,0,0.3,0.1,188.0297,527.3435714,592.4640476
0,0,0.4,0.2,0.1,0.3,0,0,173.3615,527.2827619,486.3390095
0.1,0.4,0,0.4,0,0,0,0.1,123.0136425,527.2797619,594.437619
0,0.2,0,0.1,0,0.1,0.6,0,122.1324,527.2714286,434.6109524
0.1,0,0.2,0.6,0,0,0,0.1,124.411,527.1752381,1151.288571
0.1,0,0.6,0,0.2,0.1,0,0,187.08305,527.0785714,292.5614286
0,0.1,0.3,0,0,0,0.4,0.2,,526.832381,
0,0.3,0.5,0.1,0,0,0,0.1,105.51586,526.7595238,435.8880952
0.2,0,0,0,0.2,0,0.2,0.4,98.90195,526.672381,777.9571429
0.3,0,0,0,0.1,0.4,0.2,0,118.22665,526.4514286,350.2866667
0,0,0,0,0,0.4,0,0.6,106.204675,526.3861905,418.557619
0.1,0.2,0.4,0,0,0,0,0.3,163.5407,526.3559524,539.0904762
0.3,0,0,0.4,0,0.2,0.1,0,,526.1647619,869.9147619
0,0.1,0,0,0.3,0.4,0,0.2,,525.9609524,220.7733333
0.1,0,0,0.3,0,0,0.3,0.3,152.4503,525.9371429,1109.999048
0,0.1,0.5,0,0,0,0.3,0.1,,525.5704762,412.7680952
0.1,0.3,0,0,0,0,0.5,0.1,141.379,525.4457143,416.1438095
0.2,0.5,0,0.1,0,0,0.2,0,128.953485,525.3402381,865.225
0,0,0,0,0.1,0,0.7,0.2,1.454395,525.2900905,190.3299286
0,0.1,0,0.3,0,0.1,0,0.5,134.1966,525.1490476,586.1138095
0,0.7,0.3,0,0,0,0,0,118.384705,524.9371429,672.7145238
0.2,0,0,0.2,0,0.2,0.4,0,145.59835,524.9266667,671.552381
0,0.1,0,0.6,0.1,0,0.2,0,138.6207,524.5885714,1186.769524
0.1,0,0,0,0.1,0,0.3,0.5,127.042,524.0328571,325.7285714
0,0.2,0,0,0.1,0,0,0.7,122.405325,523.8190476,385.7242857
0,0.4,0,0,0.1,0,0.3,0.2,142.6799,523.6480952,395.9380952
0,0.4,0,0,0,0.3,0.2,0.1,135.5052,523.5861905,691.7914286
0.3,0,0.3,0,0,0.2,0.2,0,111.7821,523.5261905,
0,0.1,0.1,0.4,0,0.4,0,0,,523.3938095,612.0809524
0.1,0.2,0,0,0,0.2,0,0.5,97.0656,523.1669048,745.1804762
0.2,0,0,0,0,0.3,0.3,0.2,154.902825,523.077619,538.2966667
0,0.2,0,0.4,0.1,0,0,0.3,129.35218,522.7290476,469.1666667
0.1,0,0,0.3,0,0.3,0.3,0,126.5712,522.4419048,518.4733333
0,0,0,0,0.4,0.1,0.3,0.2,3.3654,522.3159524,412.4766429
0,0.4,0.5,0,0.1,0,0,0,152.9063425,521.9916667,700.1197619
0.1,0,0.3,0,0,0,0,0.6,321.997555,521.615119,381.7364286
0,0,0.6,0.1,0.2,0.1,0,0,205.6838825,521.4533976,794.6045333
0,0,0.3,0,0.4,0,0.3,0,87.95785,521.3150238,19.89890476
0.1,0,0.6,0.1,0.2,0,0,0,136.9476,521.2566667,852.7042857
0,0,0.2,0.6,0.1,0,0,0.1,108.680315,521.0701333,237.2102405
0,0.5,0,0,0,0.2,0.3,0,141.46105,521.0161905,658.5585714
0.2,0.3,0,0.2,0,0.3,0,0,152.761,520.9804762,356.9557143
0,0,0,0,0.6,0.2,0.1,0.1,126.448125,520.8672143,110.8844905
0,0.2,0.3,0,0,0.5,0,0,284.2155,520.572619,738.617619
0,0,0,0,0,0.5,0.1,0.4,101.229925,520.5183333,640.2245238
0.3,0,0,0,0,0.6,0.1,0,110.020675,520.4659524,679.7828571
0.2,0,0.2,0,0,0,0.5,0.1,,520.247619,681.7119048
0,0,0.2,0.8,0,0,0,0,183.38295,520.1204762,568.9838095
0.3,0,0,0,0,0.5,0.2,0,113.5806,520.0152381,450.8928571
0,0.1,0,0.2,0.3,0,0,0.4,106.2791,519.8914286,445.0338095
0.2,0,0.1,0,0,0.6,0,0.1,,519.577619,380.6671429
0.1,0.6,0,0,0,0,0.2,0.1,183.0101875,519.377619,397.4709524
0.1,0.3,0,0,0,0.1,0,0.5,106.534,519.15,906.5907143
0,0.1,0,0,0.5,0.3,0,0.1,,519.0304762,301.9385714
0,0.2,0,0.6,0,0,0,0.2,104.409295,518.9261905,431.4857143
0.1,0.2,0.3,0,0,0.4,0,0,124.246575,518.9164286,213.9669048
0,0.4,0.1,0,0,0,0.4,0.1,104.65645,518.4204762,496.1319048
0,0,0,0,0.5,0.3,0.2,0,115.2157675,518.4065333,476.5516905
0,0,0,0,0,0.3,0.7,0,100.20245,518.2330952,236.7628714
0.1,0,0,0,0,0.4,0,0.5,105.4576475,518.1883333,1372.509524
0,0.6,0,0.2,0,0.1,0,0.1,,518.06,909.3895238
0.3,0.2,0,0.2,0,0,0.3,0,,517.8009524,911.3990476
0,0,0,0.5,0.1,0,0,0.4,140.7485425,517.6983476,404.4478214
0,0,0,0.1,0.6,0,0,0.3,89.2235,517.2973571,582.4653048
0.1,0,0.1,0,0,0,0.3,0.5,107.4048,516.9619048,458.8142857
0.1,0.1,0,0,0,0.5,0,0.3,137.9576,516.6316667,497.8347619
0.2,0,0.7,0,0,0,0,0.1,88.618575,516.6214286,644.5514286
0.2,0,0,0,0,0.2,0.4,0.2,124.9738,516.4190476,1303.92381
0.4,0,0,0,0,0.1,0.1,0.4,113.96935,516.3864286,681.447619
0.1,0,0,0.4,0,0.1,0.4,0,134.21935,516.3319048,666.6971429
0,0.4,0,0,0.1,0.4,0,0.1,154.0647614,516.1542857,
0.4,0,0,0.4,0,0,0.1,0.1,,516.1333333,747.8452381
0.2,0.1,0,0,0.1,0,0,0.6,129.6726175,515.732619,455.3761905
0,0.4,0.2,0.3,0,0,0,0.1,117.20951,515.5452381,348.5242857
0,0.3,0.1,0,0,0,0.4,0.2,,515.487619,464.0942857
0,0.1,0,0,0,0.4,0.5,0,152.39095,515.2497619,550.7095238
0,0.1,0.1,0,0,0,0.8,0,103.32515,515.0633333,392.7942857
0,0.3,0,0,0.1,0,0.4,0.2,162.81848,514.7357143,310.7542857
0,0.2,0.6,0.2,0,0,0,0,108.7777775,514.3633333,295.1928571
0,0.2,0.4,0,0,0.2,0.2,0,100.805822,514.2519048,244.8719048
0.1,0,0.1,0,0,0,0.2,0.6,103.4636,514.237619,382.8371429
0,0.2,0,0.4,0,0,0.3,0.1,,514.0819048,316.6604762
0,0.5,0,0.1,0.2,0,0,0.2,109.0536,513.3438095,551.8704762
0,0.2,0,0.1,0,0.2,0.5,0,118.455379,513.3404762,767.5771429
0,0.1,0.2,0,0,0.7,0,0,507.066825,513.0909524,872.4864286
0,0.5,0,0,0.1,0,0.3,0.1,158.76653,513.07,175.297619
0.1,0,0.2,0,0,0.6,0.1,0,136.0504,512.9809524,
0,0,0.1,0.5,0,0,0.4,0,188.2587,512.6751429,510.5947381
0.3,0,0,0,0,0,0.2,0.5,92.71505,512.6585714,726.3928571
0,0.2,0,0,0.5,0,0,0.3,143.1441648,512.6257143,346.307381
0.3,0.5,0.1,0,0,0,0.1,0,104.171,512.4790476,575.3771429
0,0.1,0.6,0,0,0,0,0.3,114.557975,512.3592857,457.5240476
0,0,0,0,0.9,0,0.1,0,95.953,511.9908548,473.4580952
0.5,0,0,0.1,0,0.2,0.2,0,,511.6257143,782.1609524
0,0.4,0,0,0,0.2,0.2,0.2,,511.3795238,551.6361905
0.1,0.5,0.1,0,0,0.3,0,0,109.4214,511.2252381,395.08
0,0.5,0,0,0.3,0,0.1,0.1,134.18914,511.2142857,314.5514286
0.5,0,0.3,0,0.1,0,0.1,0,115.7548,510.8461905,2054.72381
0.1,0.4,0.4,0,0,0,0,0.1,152.661385,510.8069048,524.3630952
0.2,0,0,0,0,0.3,0.2,0.3,146.4734837,510.5630952,295.1466667
0,0.6,0,0,0,0.1,0.3,0,101.3089,510.0538095,695.9361905
0.1,0,0,0,0.4,0.1,0,0.4,177.3355895,509.9795238,368.627619
0.1,0,0.1,0,0.1,0,0,0.7,120.1757,509.84,468.4861905
0,0.1,0,0.5,0,0.4,0,0,147.0912,509.7619048,472.5514286
0.3,0,0.1,0,0.1,0,0.5,0,113.642465,509.6609524,1376.371429
0,0.1,0,0.4,0,0,0.5,0,139.50565,509.5409524,770.8795238
0,0.2,0,0,0,0.1,0.6,0.1,177.818711,509.2495238,365.9709524
0.2,0.1,0,0,0,0.2,0.5,0,187.7604515,508.912381,573.07
0,0.1,0,0,0,0.6,0.2,0.1,100.257325,508.7585714,354.6309524
0.3,0.1,0,0,0,0.3,0,0.3,125.93125,508.715,731.7588095
0,0.2,0.1,0,0,0,0.1,0.6,101.8633,508.6395238,602.3795238
0,0,0,0,0.1,0.1,0.5,0.3,5.7502,508.535,197.821381
0.3,0,0,0,0,0.4,0.3,0,115.8835,508.2090476,876.7695238
0,0.2,0,0.2,0,0.2,0,0.4,121.61615,508.0185714,892.5680952
0,0.3,0,0,0,0.7,0,0,102.32625,508.0083333,576.6119048
0.2,0,0,0,0.4,0.4,0,0,126.163,507.9138095,243.2038095
0.6,0,0,0,0,0,0,0.4,123.452724,507.6733333,596.1107143
0.3,0,0,0,0.3,0.2,0.2,0,123.50215,507.6090476,580.7138095
0.4,0,0,0,0.1,0,0.3,0.2,126.9891,507.557619,422.0109524
0.3,0,0,0,0,0,0.3,0.4,133.4933085,507.5519048,635.4366667
0,0,0.6,0,0.1,0.3,0,0,136.41049,507.446131,204.9277143
0.1,0.2,0,0,0.2,0,0,0.5,166.3571415,507.3304762,326.8014286
0.1,0,0,0.2,0,0,0.3,0.4,130.4324,507.1666667,836.3857143
0,0.2,0,0,0,0.7,0,0.1,,506.6569048,718.7457143
0.2,0,0.5,0.1,0,0,0,0.2,121.36535,506.0290476,640.9171429
0,0.4,0,0,0.1,0.3,0.2,0,125.37015,505.692381,356.9609524
0,0,0.1,0.2,0,0,0.7,0,212.6870475,505.6326452,172.4108095
0.5,0,0,0.3,0,0.1,0,0.1,,505.5495238,826.7519048
0,0.3,0,0,0.1,0,0.6,0,150.62383,505.227619,786.4659524
0,0.1,0,0,0,0.1,0.8,0,123.20785,505.1414286,412.5609524
0,0.1,0.3,0,0,0.5,0,0.1,106.6152,505.1290476,436.83
0,0,0.4,0.2,0.4,0,0,0,140.496079,505.0171429,925.19
0,0.2,0,0.7,0,0,0,0.1,117.5705475,504.9221429,843.9097619
0.1,0.4,0,0,0,0,0.1,0.4,196.49585,504.7404762,400.2909524
0,0.3,0,0.2,0,0,0.2,0.3,120.1934,504.7214286,574.7557143
0,0.1,0,0,0,0,0.1,0.8,134.2276,504.6990476,820.4866667
0.2,0.2,0,0.4,0,0,0.2,0,115.801575,504.5830952,440.4592857
0,0,0,0.5,0.1,0,0.4,0,112.181375,504.4713095,571.0785952
0,0.2,0.4,0,0,0.3,0.1,0,91.78555,504.4014286,599.7671429
0.3,0,0,0.1,0,0.4,0,0.2,,504.3219048,850.3019048
0,0,0.4,0.3,0.1,0.2,0,0,153.357,503.8432381,806.4716429
0,0,0.1,0,0,0,0.9,0,113.49715,503.7609524,286.832381
0.3,0,0,0,0,0.2,0.2,0.3,106.7157,503.6090476,764.8811905
0,0,0.8,0.2,0,0,0,0,116.5210231,503.4901667,289.2226857
0.2,0,0,0,0.2,0.1,0.5,0,152.0478,503.0657143,449.6385714
0,0.3,0,0.2,0,0.1,0.4,0,134.863875,503.0328571,380.3619048
0.2,0.1,0,0,0,0,0.3,0.4,,502.9840476,571.3585714
0,0.2,0,0.1,0,0.7,0,0,162.288275,502.8802381,715.3145238
0,0,0.1,0.4,0.1,0,0,0.4,112.7570373,502.8374714,445.6603929
0.3,0.1,0,0,0,0,0.2,0.4,236.36,502.3433333,786.2233333
0.4,0.1,0,0,0.1,0,0,0.4,160.1054,502.3054762,610.2895238
0.4,0,0.4,0,0,0.1,0,0.1,,502.112381,691.8871429
0.4,0,0.3,0,0,0,0.2,0.1,100.8299,501.95,606.3647619
0,0.3,0.5,0,0,0,0,0.2,115.6861263,501.9190476,649.7235714
0,0,0.3,0.2,0.2,0,0.3,0,181.3003,501.6985214,420.464381
0.1,0,0,0.6,0,0,0.3,0,142.90581,501.3707143,716.6321429
0,0.1,0,0.5,0,0,0,0.4,,501.3280952,543.1661905
